@relation localiz

@attribute a1 {A01,A02,A03,A04,A05,B01,B02,B03,B04,B05,C01,C02,C03,C04,C05,D01,D02,D03,D04,D05,E01,E02,E03,E04,E05}
@attribute a2 {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute binaryClass {P,N}

@data
D04,020-000-033-111,6.3379E17,1.305709,2.485323,0.269517,P
B02,010-000-030-096,6.3379E17,1.239024,1.538809,-0.114831,P
D01,010-000-024-033,6.3379E17,3.009836,1.249314,0.005111,P
A04,010-000-030-096,6.3379E17,2.31093,2.465838,0.580354,P
B02,020-000-033-111,6.3379E17,3.454326,1.335569,0.379202,P
D02,010-000-024-033,6.3379E17,2.954789,1.399303,0.180645,P
E03,020-000-032-221,6.3379E17,2.899992,1.454721,0.948259,N
E04,010-000-030-096,6.3379E17,2.498874,2.172703,0.346983,P
C03,020-000-032-221,6.3379E17,1.648833,2.415489,0.432082,P
D05,010-000-030-096,6.3379E17,2.663374,1.688822,-0.354145,P
D03,010-000-030-096,6.3379E17,2.825452,2.376141,0.348683,P
D03,010-000-030-096,6.3379E17,2.715384,2.082368,0.008564,P
D05,010-000-024-033,6.3379E17,2.698895,1.873758,0.273244,N
E02,010-000-030-096,6.3379E17,3.71681,1.928459,0.288029,N
D03,010-000-024-033,6.3379E17,3.048336,1.981603,0.001052,P
C04,010-000-024-033,6.3379E17,3.291368,1.059912,0.378857,P
E05,020-000-032-221,6.3379E17,3.580438,2.285667,1.126672,P
E04,020-000-032-221,6.3379E17,2.653963,1.522582,0.624498,N
D01,010-000-024-033,6.3379E17,4.418398,1.487978,1.194297,P
E03,010-000-030-096,6.3379E17,3.337149,1.730954,0.179101,P
B02,020-000-033-111,6.3379E17,2.58318,1.845579,1.450956,N
E05,020-000-032-221,6.3379E17,4.355822,1.566079,0.37578,P
E05,020-000-033-111,6.3379E17,1.891223,1.898931,1.127785,N
B02,020-000-032-221,6.3379E17,1.621559,2.701479,0.531126,P
B04,010-000-030-096,6.3379E17,2.678168,2.21377,0.481211,P
C01,020-000-033-111,6.3379E17,2.169738,2.114148,0.167241,P
B04,020-000-033-111,6.3379E17,4.690681,1.166892,0.144426,P
A01,020-000-033-111,6.3379E17,3.132477,1.797277,1.129087,N
D02,020-000-032-221,6.3379E17,1.579496,1.931167,0.104622,P
B05,010-000-030-096,6.3379E17,1.263028,1.280745,-0.050146,P
C01,010-000-030-096,6.3379E17,2.38098,2.230022,0.312641,P
E01,010-000-024-033,6.3379E17,2.609717,2.411563,0.28964,P
E01,010-000-024-033,6.3379E17,2.816992,2.486488,0.483767,P
C05,010-000-030-096,6.3379E17,3.017192,1.402798,0.258944,P
A05,010-000-024-033,6.3379E17,1.928853,1.821511,0.289856,N
A04,010-000-024-033,6.3379E17,2.691195,1.963709,0.010992,N
A01,010-000-024-033,6.3379E17,3.224302,1.424067,0.416277,P
C03,010-000-030-096,6.3379E17,3.315477,0.684261,0.091297,P
E04,010-000-030-096,6.3379E17,1.516269,1.297193,-0.0495,N
E03,020-000-032-221,6.3379E17,1.643721,1.804667,0.863555,N
E03,010-000-030-096,6.3379E17,2.376777,1.799869,-0.038772,N
E01,020-000-033-111,6.3379E17,3.038111,1.707107,1.195247,N
B03,020-000-033-111,6.3379E17,3.88151,1.358939,0.462604,P
D03,020-000-033-111,6.3379E17,1.039913,2.471027,0.359992,P
D05,010-000-024-033,6.3379E17,2.571576,2.425193,0.400329,P
E03,010-000-030-096,6.3379E17,2.403123,2.182011,0.377223,P
E05,010-000-024-033,6.3379E17,2.917964,2.42775,0.53811,P
E03,010-000-024-033,6.3379E17,1.699447,1.098357,-0.041573,N
E02,010-000-024-033,6.3379E17,3.286798,1.832763,0.345181,N
A04,020-000-032-221,6.3379E17,2.584001,1.577488,0.636487,N
C03,020-000-032-221,6.3379E17,4.018047,1.205553,0.012455,P
E05,010-000-024-033,6.3379E17,2.691785,1.163303,0.099931,N
C04,010-000-030-096,6.3379E17,2.451395,1.970404,0.051204,N
E05,010-000-030-096,6.3379E17,3.484827,1.700486,0.359468,P
B05,020-000-032-221,6.3379E17,4.401847,0.939431,0.66239,P
D05,010-000-024-033,6.3379E17,2.443321,1.61362,0.04432,P
C02,020-000-033-111,6.3379E17,1.322305,2.677551,0.313857,P
C05,020-000-032-221,6.3379E17,1.835514,1.270387,-0.1072,P
E03,010-000-030-096,6.3379E17,3.159649,1.806646,0.349609,N
D04,020-000-032-221,6.3379E17,3.130581,1.555101,0.706623,N
C01,020-000-032-221,6.3379E17,1.80366,2.384804,0.263104,P
C02,010-000-024-033,6.3379E17,3.431233,1.740224,0.174809,P
A05,010-000-030-096,6.3379E17,2.230608,2.090322,0.325775,P
D04,010-000-024-033,6.3379E17,1.857678,1.613807,0.124818,N
B03,020-000-033-111,6.3379E17,1.866799,1.252564,1.383402,N
C03,020-000-033-111,6.3379E17,1.520408,1.550997,1.435876,N
D04,020-000-033-111,6.3379E17,4.151822,1.491382,0.085647,P
E05,010-000-030-096,6.3379E17,2.454162,1.684009,0.292074,N
A02,010-000-024-033,6.3379E17,2.346714,1.367705,0.01303,P
D01,010-000-030-096,6.3379E17,2.84285,0.775706,-0.059475,P
C04,020-000-032-221,6.3379E17,1.787459,2.232203,0.219394,P
E05,010-000-030-096,6.3379E17,3.603139,1.62063,0.253248,P
B01,020-000-033-111,6.3379E17,3.085794,1.986052,1.13165,N
D05,010-000-030-096,6.3379E17,1.95553,1.920056,-0.043312,N
A02,020-000-033-111,6.3379E17,4.422966,0.882387,0.55542,P
D05,010-000-030-096,6.3379E17,2.022197,1.689242,0.136456,P
E01,020-000-033-111,6.3379E17,3.54074,1.187013,1.278999,N
B02,020-000-032-221,6.3379E17,2.230605,-0.158776,0.510951,P
D03,020-000-033-111,6.3379E17,1.782269,1.677692,1.323348,N
C03,010-000-030-096,6.3379E17,2.724235,2.186116,0.755687,P
E04,010-000-030-096,6.3379E17,2.105375,1.630775,0.088569,N
C04,010-000-030-096,6.3379E17,2.104769,1.679898,0.184248,N
B01,010-000-024-033,6.3379E17,2.728432,2.164364,0.408596,P
E04,010-000-030-096,6.3379E17,3.641652,1.38684,0.518092,N
D03,010-000-024-033,6.3379E17,1.36482,1.616222,-0.022326,N
C05,010-000-024-033,6.3379E17,3.630879,2.01922,0.336228,N
C01,020-000-032-221,6.3379E17,4.305213,1.460709,0.203369,P
A01,020-000-032-221,6.3379E17,1.047522,3.002724,-0.701296,P
B05,010-000-030-096,6.3379E17,1.870571,1.90555,0.227206,N
C01,010-000-030-096,6.3379E17,3.465878,1.213007,0.47026,P
C01,020-000-033-111,6.3379E17,2.156514,2.03249,-0.020245,P
E03,020-000-032-221,6.3379E17,3.229527,2.201202,0.31453,P
D05,020-000-032-221,6.3379E17,1.703581,2.054382,0.284805,P
B05,010-000-024-033,6.3379E17,3.270937,1.20555,0.441748,P
B05,020-000-032-221,6.3379E17,1.592295,2.587257,0.3919,P
C02,010-000-024-033,6.3379E17,2.533504,1.812265,0.018589,N
C02,020-000-032-221,6.3379E17,1.946635,1.775249,0.820272,N
E03,020-000-032-221,6.3379E17,2.68144,1.967043,0.796433,N
A01,020-000-032-221,6.3379E17,3.122864,2.325297,0.812613,N
B02,020-000-032-221,6.3379E17,4.282554,1.050948,0.324244,P
E01,020-000-032-221,6.3379E17,3.153085,1.873375,0.682956,N
B01,020-000-032-221,6.3379E17,4.189857,0.944331,0.366771,P
E05,010-000-024-033,6.3379E17,2.937696,2.436597,0.266011,P
B02,020-000-032-221,6.3379E17,3.970845,1.47137,0.01734,P
B03,010-000-024-033,6.3379E17,2.795164,2.615854,0.473423,P
E02,020-000-032-221,6.3379E17,4.491671,1.313872,0.118782,P
D02,020-000-033-111,6.3379E17,2.934392,2.003574,1.488645,N
C01,010-000-024-033,6.3379E17,1.208529,1.25217,0.142964,P
D03,010-000-024-033,6.3379E17,2.991166,2.094567,-0.12345,P
E05,010-000-030-096,6.3379E17,2.958719,1.768495,-0.003549,N
A04,010-000-030-096,6.3379E17,2.410915,2.442928,0.469394,P
B02,020-000-032-221,6.3379E17,1.631887,2.714827,0.461337,P
E02,010-000-030-096,6.3379E17,2.467894,2.467526,0.530686,P
D04,010-000-024-033,6.3379E17,3.376285,3.121037,-0.809222,N
A01,020-000-032-221,6.3379E17,1.386868,2.766812,0.204948,P
D03,020-000-032-221,6.3379E17,1.572903,1.971604,0.172881,P
C03,010-000-024-033,6.3379E17,2.56613,1.841099,0.253163,N
E04,010-000-024-033,6.3379E17,3.559851,1.416294,0.600482,P
E01,020-000-033-111,6.3379E17,4.967389,1.243404,0.438779,P
D05,010-000-024-033,6.3379E17,2.401451,1.594458,0.122704,P
E04,010-000-030-096,6.3379E17,2.051204,1.259808,0.077441,N
E02,020-000-032-221,6.3379E17,4.122805,1.798071,1.18627,N
C03,020-000-033-111,6.3379E17,2.74804,1.681296,1.316046,N
A04,010-000-030-096,6.3379E17,2.765744,1.489544,0.226285,N
B02,020-000-033-111,6.3379E17,1.289822,2.472166,0.27237,P
B01,020-000-033-111,6.3379E17,3.472494,1.366414,1.150747,N
D03,010-000-030-096,6.3379E17,2.708751,2.099009,0.302903,P
D01,020-000-032-221,6.3379E17,3.976169,1.385774,0.403204,P
A03,010-000-024-033,6.3379E17,3.211118,1.273396,0.384704,P
E01,010-000-024-033,6.3379E17,1.611585,1.531132,0.034904,N
B03,020-000-033-111,6.3379E17,4.136561,1.516604,1.206368,P
B02,010-000-030-096,6.3379E17,1.33681,1.668041,-0.087562,P
B02,020-000-032-221,6.3379E17,1.548869,1.527279,0.793068,N
C05,010-000-024-033,6.3379E17,2.191535,1.670747,0.248822,N
D01,010-000-030-096,6.3379E17,1.078596,1.340104,0.015799,N
D05,020-000-033-111,6.3379E17,2.158831,1.569931,1.099747,N
B04,020-000-033-111,6.3379E17,3.09762,1.2836,1.167867,N
A01,010-000-030-096,6.3379E17,3.288939,1.872575,-0.197755,N
D03,020-000-032-221,6.3379E17,1.130166,1.288703,1.075901,N
E01,010-000-030-096,6.3379E17,3.887643,1.484357,0.166803,P
D03,020-000-033-111,6.3379E17,3.814388,1.76045,1.354834,N
B05,020-000-033-111,6.3379E17,1.418853,2.566344,0.494952,P
E04,020-000-032-221,6.3379E17,2.758587,1.623745,1.176198,N
B04,010-000-030-096,6.3379E17,3.279615,0.620167,0.348513,P
C03,020-000-032-221,6.3379E17,1.648833,2.415489,0.432082,P
E02,020-000-032-221,6.3379E17,4.135839,1.923647,0.912808,N
A04,010-000-030-096,6.3379E17,3.412592,1.247111,0.408358,P
A05,010-000-024-033,6.3379E17,2.393098,2.356516,0.364669,P
B01,020-000-033-111,6.3379E17,1.299424,2.398187,0.200078,P
D03,010-000-024-033,6.3379E17,1.188887,1.619179,0.023732,N
E03,020-000-032-221,6.3379E17,4.16155,0.974935,0.438098,P
D03,010-000-024-033,6.3379E17,2.853003,1.289564,-0.475979,P
B04,020-000-032-221,6.3379E17,1.588126,2.308192,0.489176,P
A05,020-000-032-221,6.3379E17,2.869764,1.627919,0.729224,N
E02,020-000-033-111,6.3379E17,4.382633,1.882167,1.435801,N
D05,020-000-032-221,6.3379E17,2.933254,2.227856,0.950459,N
C03,010-000-030-096,6.3379E17,3.30159,0.761051,0.087786,P
E04,010-000-024-033,6.3379E17,3.06601,1.279871,0.467114,N
B05,010-000-030-096,6.3379E17,1.274952,1.334525,-0.122718,P
C04,010-000-024-033,6.3379E17,2.802861,2.375769,0.23095,P
E03,010-000-024-033,6.3379E17,3.143424,1.473134,0.351114,P
E01,020-000-032-221,6.3379E17,4.917447,0.98571,0.202278,P
D03,010-000-024-033,6.3379E17,2.885997,1.927914,-0.204128,P
E01,020-000-033-111,6.3379E17,5.161175,0.462058,0.654914,P
B03,010-000-030-096,6.3379E17,3.111313,1.493545,0.343609,P
B04,010-000-030-096,6.3379E17,2.248971,1.70628,-0.05741,N
C05,020-000-033-111,6.3379E17,2.307582,1.897887,1.239915,N
B02,010-000-024-033,6.3379E17,1.914183,1.615061,0.348202,N
E01,020-000-032-221,6.3379E17,2.914241,2.060832,0.943286,N
A05,020-000-032-221,6.3379E17,1.612934,2.363192,0.449676,P
E02,020-000-032-221,6.3379E17,4.475395,1.347217,0.089544,P
E03,020-000-032-221,6.3379E17,1.527084,2.431777,0.262541,P
C01,020-000-033-111,6.3379E17,1.175977,2.159312,0.27011,P
E02,020-000-033-111,6.3379E17,4.672772,1.431632,0.340677,P
B05,020-000-032-221,6.3379E17,1.470725,2.363302,0.410902,P
D05,020-000-032-221,6.3379E17,3.574038,1.64004,0.355826,P
E04,020-000-033-111,6.3379E17,2.663322,2.289076,-0.065014,P
D03,010-000-024-033,6.3379E17,2.140521,1.631232,0.052606,N
C03,010-000-030-096,6.3379E17,2.467522,2.298301,0.585937,P
C01,010-000-024-033,6.3379E17,2.737144,1.832206,0.056211,N
E05,010-000-030-096,6.3379E17,2.776086,2.0878,0.332228,P
D05,010-000-024-033,6.3379E17,3.261211,1.534813,0.617209,P
D02,010-000-024-033,6.3379E17,2.899714,0.975692,0.388038,P
E03,020-000-033-111,6.3379E17,1.489658,1.181432,1.190687,N
E04,010-000-024-033,6.3379E17,3.130663,2.067721,-0.236331,N
D05,010-000-030-096,6.3379E17,2.646111,1.795065,-0.190242,P
E02,010-000-024-033,6.3379E17,0.920637,1.793709,0.998078,N
C02,010-000-030-096,6.3379E17,2.640678,2.527166,0.566874,P
A04,010-000-024-033,6.3379E17,3.504421,1.608036,0.543233,P
E01,020-000-033-111,6.3379E17,4.991977,1.259015,0.355869,P
B01,020-000-033-111,6.3379E17,2.495501,1.816983,1.090733,N
A04,020-000-032-221,6.3379E17,2.99415,3.461765,-0.350771,N
A03,020-000-033-111,6.3379E17,4.078576,1.972236,1.267005,N
D02,010-000-030-096,6.3379E17,1.606705,1.938793,0.166308,N
E01,010-000-024-033,6.3379E17,3.521601,1.263414,0.236653,N
C04,010-000-024-033,6.3379E17,1.28952,1.201265,0.065956,P
B03,020-000-032-221,6.3379E17,1.684028,2.263771,0.452189,P
A04,020-000-032-221,6.3379E17,4.256062,1.992367,1.206156,N
A05,010-000-030-096,6.3379E17,2.583149,2.023097,0.767145,P
D02,010-000-024-033,6.3379E17,3.851633,1.915917,0.257132,N
B02,020-000-032-221,6.3379E17,2.326269,1.516134,0.766483,N
A04,010-000-024-033,6.3379E17,2.663818,2.209895,0.625588,P
E03,010-000-024-033,6.3379E17,3.520268,1.920673,0.116212,P
E04,020-000-032-221,6.3379E17,2.771226,1.350745,0.880292,N
B04,020-000-033-111,6.3379E17,3.538584,2.408017,0.484026,P
A05,020-000-033-111,6.3379E17,1.237595,2.545714,0.498306,P
D05,020-000-032-221,6.3379E17,2.33374,1.778994,0.248142,P
D01,020-000-033-111,6.3379E17,3.099803,1.382751,1.140171,N
D03,010-000-030-096,6.3379E17,2.709859,2.065655,0.230096,P
D01,020-000-033-111,6.3379E17,1.704093,0.970474,1.409239,N
A03,010-000-024-033,6.3379E17,3.231178,1.312855,0.335031,P
E01,020-000-032-221,6.3379E17,3.617734,1.365304,0.807419,N
B03,020-000-032-221,6.3379E17,1.546154,2.508149,0.558972,P
A04,020-000-033-111,6.3379E17,3.173863,1.921913,1.376001,N
B05,010-000-030-096,6.3379E17,3.022026,0.542622,0.245772,P
E03,010-000-030-096,6.3379E17,3.311388,1.710552,0.114977,P
C02,010-000-024-033,6.3379E17,3.435908,1.494307,0.395289,P
B02,010-000-030-096,6.3379E17,2.386431,1.643946,0.027432,N
A03,010-000-030-096,6.3379E17,2.711104,2.33442,0.697533,P
B01,020-000-032-221,6.3379E17,1.629597,2.370792,0.326752,P
E02,010-000-030-096,6.3379E17,2.520002,2.406686,0.464676,P
E02,010-000-030-096,6.3379E17,3.599597,1.271574,0.377783,P
E03,010-000-024-033,6.3379E17,2.76707,2.622798,0.389075,P
D05,010-000-024-033,6.3379E17,2.917673,3.014146,0.40234,P
B04,010-000-024-033,6.3379E17,3.598274,1.370031,0.292685,P
D05,020-000-032-221,6.3379E17,3.532061,1.593695,0.263884,P
B05,010-000-030-096,6.3379E17,1.326468,1.371854,-0.158036,P
D03,010-000-030-096,6.3379E17,3.233825,2.052156,-0.043093,P
C05,010-000-030-096,6.3379E17,2.415131,2.217128,0.581481,P
E03,010-000-024-033,6.3379E17,3.439154,2.092192,0.031108,N
D05,010-000-024-033,6.3379E17,2.947639,1.668175,-0.099787,N
D05,010-000-030-096,6.3379E17,2.279104,1.313229,0.13079,N
B03,010-000-024-033,6.3379E17,2.930179,2.607049,0.452102,P
E05,010-000-030-096,6.3379E17,1.922481,1.709498,0.25574,N
C04,010-000-024-033,6.3379E17,1.539897,1.518673,0.033281,P
A05,020-000-032-221,6.3379E17,1.626029,2.359004,0.529066,P
E01,020-000-033-111,6.3379E17,3.930941,1.132959,1.472652,N
C01,010-000-030-096,6.3379E17,1.775792,1.546362,-0.068621,N
E05,020-000-032-221,6.3379E17,3.569628,2.303524,1.11949,P
B05,010-000-024-033,6.3379E17,3.182579,1.295888,0.348614,P
B02,020-000-032-221,6.3379E17,1.625674,2.691224,0.501829,P
C02,010-000-024-033,6.3379E17,3.299957,1.347706,0.316279,N
D02,020-000-033-111,6.3379E17,1.9538,1.792148,1.309466,N
C05,020-000-033-111,6.3379E17,3.18608,1.875966,1.310507,N
A02,020-000-033-111,6.3379E17,3.190198,1.99866,1.305957,N
B04,010-000-024-033,6.3379E17,2.707242,2.479724,0.300115,P
D02,020-000-033-111,6.3379E17,2.838034,2.141722,1.316761,N
A03,020-000-032-221,6.3379E17,4.283327,1.492047,0.410315,P
D05,010-000-030-096,6.3379E17,2.447041,2.180951,0.446894,P
A04,010-000-030-096,6.3379E17,3.406973,1.182095,0.397995,P
D04,010-000-024-033,6.3379E17,2.340029,1.26199,0.337796,N
E01,020-000-032-221,6.3379E17,4.907218,0.967691,0.075041,P
D03,020-000-033-111,6.3379E17,1.042764,2.459944,0.364156,P
B03,020-000-032-221,6.3379E17,2.730743,1.866552,0.564939,N
A02,020-000-033-111,6.3379E17,4.719609,1.129395,0.480597,P
E01,020-000-032-221,6.3379E17,4.858741,1.117354,0.220168,P
A01,010-000-030-096,6.3379E17,3.238133,1.120581,0.353716,P
D02,010-000-030-096,6.3379E17,2.470914,1.947057,0.355749,P
D04,010-000-024-033,6.3379E17,1.838415,1.374168,0.069591,N
A03,020-000-033-111,6.3379E17,4.350925,1.00006,0.310642,P
E04,020-000-032-221,6.3379E17,4.19166,1.084737,0.32685,P
E01,020-000-033-111,6.3379E17,4.985742,1.226342,0.406465,P
D02,020-000-033-111,6.3379E17,3.001742,1.037162,1.370639,N
E02,020-000-032-221,6.3379E17,4.225185,1.131567,0.449502,P
D05,020-000-032-221,6.3379E17,1.605919,1.917652,0.08648,P
A02,020-000-032-221,6.3379E17,1.192214,2.305282,0.536067,P
D01,020-000-033-111,6.3379E17,2.185543,1.415352,1.24022,N
D02,020-000-032-221,6.3379E17,2.482995,2.088392,0.759507,N
C03,010-000-030-096,6.3379E17,1.199615,0.707183,0.214593,P
C04,010-000-030-096,6.3379E17,2.397858,2.488892,0.307282,P
C02,010-000-024-033,6.3379E17,2.67175,1.412506,0.059122,N
B03,020-000-033-111,6.3379E17,1.783551,1.234079,1.234285,N
D02,010-000-030-096,6.3379E17,4.831285,2.427803,0.587624,N
B05,010-000-030-096,6.3379E17,2.855471,1.992979,0.441081,N
C04,010-000-030-096,6.3379E17,2.378428,2.485543,0.345036,P
C02,010-000-024-033,6.3379E17,3.573469,1.176124,0.209983,P
D03,020-000-032-221,6.3379E17,1.602515,1.944061,0.102934,P
C05,010-000-024-033,6.3379E17,1.214547,0.708664,-0.035234,P
D01,020-000-033-111,6.3379E17,1.317864,1.710602,1.438659,N
E05,010-000-030-096,6.3379E17,2.094731,1.693227,-0.058511,N
B03,010-000-024-033,6.3379E17,3.504801,1.355321,0.444822,P
B04,010-000-030-096,6.3379E17,3.290866,1.09704,0.293947,P
C02,020-000-032-221,6.3379E17,4.040175,1.158817,0.259779,P
A04,020-000-032-221,6.3379E17,3.572221,1.480009,0.890866,N
B05,020-000-033-111,6.3379E17,3.826351,1.245281,0.211177,P
E01,020-000-032-221,6.3379E17,4.514946,1.259018,0.405454,P
E03,010-000-024-033,6.3379E17,2.783725,2.581048,0.374149,P
B01,010-000-024-033,6.3379E17,1.4823,1.844808,0.094057,N
B01,020-000-033-111,6.3379E17,1.440226,2.520742,0.337179,P
C01,020-000-033-111,6.3379E17,4.691141,1.360407,0.160733,P
C02,010-000-024-033,6.3379E17,2.782617,2.242347,0.400944,P
B05,010-000-030-096,6.3379E17,3.235144,1.081484,0.053821,P
C03,020-000-032-221,6.3379E17,1.338175,1.722123,0.966223,N
B03,020-000-032-221,6.3379E17,2.507531,1.613469,0.832509,N
A05,020-000-033-111,6.3379E17,4.502873,1.154514,0.432406,P
D01,020-000-032-221,6.3379E17,1.423332,1.620169,-0.22846,P
A04,010-000-030-096,6.3379E17,1.119345,2.455719,1.171251,P
C04,010-000-024-033,6.3379E17,2.805536,2.343899,0.2175,P
A03,010-000-024-033,6.3379E17,3.249412,1.047148,0.353884,P
B02,010-000-024-033,6.3379E17,2.795889,2.515289,0.237841,P
A01,010-000-030-096,6.3379E17,3.155381,0.696809,0.213696,N
C04,010-000-030-096,6.3379E17,2.326904,2.366071,0.381363,P
C03,020-000-033-111,6.3379E17,1.100108,2.575486,0.332504,P
E04,010-000-024-033,6.3379E17,2.820095,2.258151,0.350382,P
A01,020-000-032-221,6.3379E17,1.337419,2.445295,0.568858,P
E04,010-000-024-033,6.3379E17,3.045568,2.004034,0.274621,N
E02,010-000-024-033,6.3379E17,3.717288,2.139615,0.286208,N
B02,020-000-032-221,6.3379E17,4.556726,1.342824,0.424326,P
A04,010-000-024-033,6.3379E17,3.272388,0.902373,-0.008304,P
B05,010-000-030-096,6.3379E17,2.69693,2.469515,0.594255,P
A04,010-000-030-096,6.3379E17,2.345273,2.276783,0.552961,P
D05,010-000-030-096,6.3379E17,1.731211,1.154482,0.216822,P
E03,010-000-030-096,6.3379E17,3.817687,1.967467,0.325442,P
E03,020-000-033-111,6.3379E17,1.024428,2.461264,0.423582,P
A01,020-000-032-221,6.3379E17,4.144715,1.938033,0.960133,N
E04,010-000-030-096,6.3379E17,3.405221,1.393954,0.475832,P
E03,010-000-030-096,6.3379E17,2.63269,1.89442,-0.004177,P
E04,020-000-032-221,6.3379E17,2.091516,1.70225,0.984731,N
E03,010-000-030-096,6.3379E17,3.034936,1.433423,0.284168,N
D01,020-000-032-221,6.3379E17,1.3734,2.275877,0.460788,P
B05,020-000-032-221,6.3379E17,4.244256,0.844076,0.440183,P
E04,010-000-024-033,6.3379E17,2.193546,1.903662,0.123752,N
C05,020-000-032-221,6.3379E17,4.281888,1.374696,0.328556,P
D03,010-000-024-033,6.3379E17,2.991638,2.070989,0.020774,P
C04,020-000-033-111,6.3379E17,4.616201,1.47878,0.279651,P
A03,020-000-032-221,6.3379E17,2.90709,2.019974,0.640803,N
E04,020-000-032-221,6.3379E17,2.819002,1.807519,0.907708,N
D02,010-000-030-096,6.3379E17,2.462267,1.902102,0.084271,N
C04,010-000-024-033,6.3379E17,2.781499,2.343461,0.207981,P
D02,020-000-032-221,6.3379E17,1.568006,1.906512,0.059491,P
D04,020-000-032-221,6.3379E17,4.094511,1.508711,0.276092,P
D04,020-000-032-221,6.3379E17,4.208822,1.800712,0.609369,P
A02,010-000-030-096,6.3379E17,3.066378,1.612278,-0.014849,N
C01,020-000-032-221,6.3379E17,1.583445,1.528052,0.02843,P
C01,010-000-024-033,6.3379E17,1.939097,1.59696,-0.086866,N
E04,010-000-024-033,6.3379E17,4.175085,1.779122,0.463387,P
C01,010-000-030-096,6.3379E17,2.274762,1.81761,0.241545,N
E05,010-000-024-033,6.3379E17,1.823729,1.636841,0.333409,N
B01,020-000-033-111,6.3379E17,3.871115,0.695178,0.965927,P
B04,010-000-030-096,6.3379E17,2.787845,2.278824,0.714666,P
B02,010-000-030-096,6.3379E17,2.526934,2.030825,0.334721,P
B01,010-000-024-033,6.3379E17,1.650627,1.788105,0.344983,N
D04,010-000-030-096,6.3379E17,3.954616,1.658262,0.412553,N
C01,020-000-032-221,6.3379E17,1.585928,2.360305,0.218208,P
A05,010-000-024-033,6.3379E17,3.36053,1.361619,0.262734,P
D04,020-000-032-221,6.3379E17,1.761637,2.501557,0.206085,P
B02,020-000-032-221,6.3379E17,1.7545,2.437142,0.465335,P
E05,020-000-033-111,6.3379E17,1.464766,1.575747,1.284565,N
C01,010-000-030-096,6.3379E17,2.38098,2.230022,0.312641,P
C01,010-000-024-033,6.3379E17,3.315537,1.616717,0.099713,P
E05,020-000-033-111,6.3379E17,1.252236,2.391525,0.463997,P
D04,020-000-033-111,6.3379E17,4.249095,1.385673,0.13295,P
E02,020-000-032-221,6.3379E17,3.614622,1.4463,0.901441,N
D05,020-000-033-111,6.3379E17,1.92004,2.000805,1.17594,N
D02,010-000-024-033,6.3379E17,3.733144,1.958433,0.671501,N
A04,010-000-030-096,6.3379E17,2.566343,2.375201,0.450513,P
A04,010-000-024-033,6.3379E17,3.542902,1.580586,0.449313,P
E03,020-000-033-111,6.3379E17,3.417129,2.647617,-0.104487,P
E04,010-000-030-096,6.3379E17,3.395195,1.40808,0.446967,P
C05,010-000-024-033,6.3379E17,1.987699,1.84202,0.520259,N
E02,010-000-030-096,6.3379E17,3.478891,1.522731,0.31537,N
B03,010-000-030-096,6.3379E17,3.479242,1.230452,0.394006,P
E02,020-000-032-221,6.3379E17,1.601402,2.452323,0.204174,P
E01,020-000-033-111,6.3379E17,4.538218,1.684367,1.367199,N
D05,020-000-032-221,6.3379E17,4.419292,1.186145,0.069166,P
C03,010-000-030-096,6.3379E17,2.822416,1.96393,0.139653,N
D05,020-000-032-221,6.3379E17,4.456849,1.302608,0.019435,P
E04,010-000-030-096,6.3379E17,3.38054,0.835137,0.38797,P
C01,010-000-030-096,6.3379E17,3.242303,1.580752,0.4126,P
E05,020-000-032-221,6.3379E17,1.242878,1.338824,-0.023979,P
B04,010-000-030-096,6.3379E17,2.805628,2.244108,0.541827,P
B04,020-000-032-221,6.3379E17,3.677308,1.927337,0.70018,N
A05,020-000-032-221,6.3379E17,2.36881,1.778711,0.827438,N
D03,020-000-033-111,6.3379E17,3.00427,2.342364,1.324382,N
D03,010-000-030-096,6.3379E17,2.834429,2.204697,-0.291201,N
C01,020-000-032-221,6.3379E17,1.721944,1.889947,0.941838,N
D01,010-000-030-096,6.3379E17,1.067969,1.299442,-0.094497,N
B03,020-000-032-221,6.3379E17,1.460099,2.607455,0.454548,P
D05,020-000-032-221,6.3379E17,1.580675,1.340188,1.00681,N
